순번,분전함,등주,위도,경도,데이터기준일자
1,월미로21(YB1),좌103,37.472676,126.606904,2020-04-27
2,월미로21(YB1),좌104,37.4730541,126.6068744,2020-04-27
3,월미로21(YB1),좌105,37.4734305,126.6066979,2020-04-27
4,월미로21(YB1),좌106,37.4738157,126.6065098,2020-04-27
5,월미로21(YB1),좌107,37.4741743,126.6063562,2020-04-27
6,월미로21(YB1),좌102,37.4722428,126.6068442,2020-04-27
7,월미로21(YB1),좌101,37.4716413,126.607025,2020-04-27
8,월미로21(YB1),좌100,37.4712465,126.6071679,2020-04-27
9,월미로21(YB1),좌99,37.4708686,126.6072089,2020-04-27
10,월미로21(YB1),좌98,37.4705347,126.6071698,2020-04-27
11,월미로21(YB1),좌97,37.4702182,126.607074,2020-04-27
12,월미로21(YB1),좌96,37.4698743,126.6069447,2020-04-27
13,월미로21(YB1),좌95,37.4695482,126.6067925,2020-04-27
14,월미로21(YB1),좌94,37.4692131,126.6066517,2020-04-27
15,월미로21(YB1),좌93,37.4689052,126.6065218,2020-04-27
16,월미로21(YB1),좌92,37.4686335,126.6064025,2020-04-27
17,월미로21(YB1),좌108,37.4746402,126.6061328,2020-04-27
18,월미로21(YB1),좌109,37.4748912,126.6060264,2020-04-27
19,월미로21(YB1),좌91,37.4683437,126.6062722,2020-04-27
20,월미로21(YB1),좌89,37.4679053,126.6057716,2020-04-27
21,월미로21(YB1),좌87,37.4678023,126.604677,2020-04-27
22,월미로21(YB1),좌88,37.4677926,126.6053894,2020-04-27
23,축항대로86번길7(YB3),연안부두로75번길좌3,37.4510373,126.6041745,2020-04-27
24,축항대로86번길7(YB3),연안부두로75번길좌4,37.450915,126.6045045,2020-04-27
25,축항대로86번길7(YB3),연안부두로75번길좌5,37.4507483,126.6048806,2020-04-27
26,축항대로86번길7(YB3),연안부두로75번길좌6,37.450635,126.6052104,2020-04-27
27,축항대로86번길7(YB3),연안부두로75번길좌7,37.4504334,126.6056888,2020-04-27
28,축항대로86번길7(YB3),연안부두로75번길좌8,37.4501444,126.6063949,2020-04-27
29,축항대로86번길7(YB3),좌12,37.4516848,126.6040721,2020-04-27
30,축항대로86번길7(YB3),좌13,37.4512312,126.6038092,2020-04-27
31,축항대로86번길7(YB3),좌10,37.4525017,126.6045768,2020-04-27
32,축항대로86번길7(YB3),좌9,37.4529101,126.6048292,2020-04-27
33,축항대로86번길7(YB3),좌8,37.4532551,126.6050488,2020-04-27
34,축항대로86번길7(YB3),좌7,37.4536364,126.6052904,2020-04-27
35,제물량로6(YB2),좌41,37.4697805,126.6282103,2020-04-27
36,제물량로6(YB2),좌42,37.469921,126.6278913,2020-04-27
37,제물량로6(YB2),좌43,37.4700516,126.6275045,2020-04-27
38,제물량로6(YB2),좌40,37.4696579,126.6285178,2020-04-27
39,제물량로6(YB2),좌39,37.4695263,126.6288254,2020-04-27
40,제물량로6(YB2),좌38,37.4694474,126.6290077,2020-04-27
41,제물량로6(YB2),좌36,37.4692109,126.6295999,2020-04-27
42,제물량로6(YB2),좌35,37.4690884,126.6299074,2020-04-27
43,제물량로6(YB2),좌34,37.468957,126.6302376,2020-04-27
44,축항대로86번길7(YB3),좌11,37.4520479,126.6043027,2020-04-27
45,참외전로11(YB5),좌49,37.4730693,126.6352273,2020-04-27
46,참외전로11(YB5),좌50,37.4726872,126.6356864,2020-04-27
47,참외전로11(YB5),좌51,37.4723581,126.6360542,2020-04-27
48,참외전로11(YB5),좌52,37.4721268,126.6363184,2020-04-27
49,참외전로11(YB5),좌53,37.4718511,126.6366286,2020-04-27
50,우현로2(YB8),좌24,37.475282,126.6309928,2020-04-27
51,우현로2(YB8),좌22,37.4748544,126.6306388,2020-04-27
52,우현로2(YB8),좌21,37.4747087,126.6305058,2020-04-27
53,우현로2(YB8),좌20,37.4744995,126.63034,2020-04-27
54,우현로2(YB8),좌19,37.4742902,126.630163,2020-04-27
55,우현로2(YB8),좌18,37.4739714,126.6298635,2020-04-27
56,우현로2(YB8),좌17,37.4737257,126.6296532,2020-04-27
57,우현로2(YB8),,37.4724998,126.6288277,2020-04-27
58,우현로2(YB8),좌16,37.4733984,126.6293992,2020-04-27
59,우현로2(YB8),좌15,37.4730895,126.6291787,2020-04-27
60,우현로2(YB8),좌14,37.472754,126.6289926,2020-04-27
61,우현로3(YB9),우27,37.475059,126.631189,2020-04-27
62,우현로3(YB9),우26,37.4747587,126.6309345,2020-04-27
63,우현로3(YB9),우25,37.4744854,126.6306794,2020-04-27
64,우현로3(YB9),우24,37.4742036,126.6304585,2020-04-27
65,우현로3(YB9),우23,37.4739304,126.6302147,2020-04-27
66,우현로3(YB9),우22,37.4736301,126.6299602,2020-04-27
67,우현로3(YB9),우21,37.4734116,126.6297607,2020-04-27
68,우현로3(YB9),우20,37.4730847,126.6295405,2020-04-27
69,우현로3(YB9),우19,37.472785,126.6293425,2020-04-27
70,우현로3(YB9),우18,37.4724674,126.6291448,2020-04-27
71,개항로2(YB11),좌9,37.4724139,126.629191,2020-04-27
72,개항로2(YB11),좌15,37.4720452,126.6315944,2020-04-27
73,개항로2(YB11),좌11,37.4721893,126.6300317,2020-04-27
74,개항로2(YB11),우23,37.4720305,126.6303172,2020-04-27
75,개항로2(YB11),우25,37.471945,126.6307144,2020-04-27
76,개항로2(YB11),우27,37.4718709,126.6313263,2020-04-27
77,개항로2(YB11),좌13,37.4720608,126.6305993,2020-04-27
78,개항로2(YB11),좌17,37.4719404,126.6310989,2020-04-27
79,개항로2(YB11),우21,37.4722291,126.6295788,2020-04-27
80,개항로2(YB11),우20,37.4723231,126.6291362,2020-04-27
81,개항로2(YB11),우22,37.4721166,126.6299765,2020-04-27
82,개항로2(YB11),우24,37.4719964,126.6304874,2020-04-27
83,개항로2(YB11),좌12,37.4721208,126.6303382,2020-04-27
84,개항로2(YB11),좌14,37.4720091,126.6308037,2020-04-27
85,개항로2(YB11),우26,37.4718499,126.6310666,2020-04-27
86,개항로2(YB11),우28,37.4719546,126.6315508,2020-04-27
87,개항로2(YB11),좌16,37.471952,126.6313248,2020-04-27
88,개항로3(YB10),좌24,37.4720872,126.6321024,2020-04-27
89,개항로3(YB10),좌25,37.4724876,126.6340056,2020-04-27
90,개항로3(YB10),좌27,37.4727017,126.6346009,2020-04-27
91,개항로3(YB10),좌21,37.472157,126.6326889,2020-04-27
92,개항로3(YB10),좌26,37.472627,126.6343761,2020-04-27
93,개항로3(YB10),좌19,37.472385,126.6337022,2020-04-27
94,개항로3(YB10),좌22,37.4721082,126.632362,2020-04-27
95,개항로3(YB10),좌18,37.4720751,126.6318426,2020-04-27
96,개항로3(YB10),우36,37.472398,126.6340525,2020-04-27
97,개항로3(YB10),우34,37.4722015,126.633423,2020-04-27
98,개항로3(YB10),우32,37.4720953,126.6328031,2020-04-27
99,개항로3(YB10),우30,37.4720065,126.6321377,2020-04-27
100,개항로3(YB10),우37,37.4725368,126.6343665,2020-04-27
101,개항로3(YB10),우35,37.4723039,126.6337037,2020-04-27
102,개항로3(YB10),우33,37.472144,126.6331188,2020-04-27
103,개항로3(YB10),우31,37.4720466,126.6324875,2020-04-27
104,개항로3(YB10),우29,37.4719942,126.6318553,2020-04-27
105,참외전로14(YB13),우73,37.468684,126.6417166,2020-04-27
106,참외전로14(YB13),샛골로좌5,37.4674224,126.6417055,2020-04-27
107,참외전로14(YB13),샛골로좌6,37.4682247,126.6417362,2020-04-27
108,참외전로14(YB13),샛골로좌4,37.4669899,126.641702,2020-04-27
109,샛골로2(YB14),우7,37.4680103,126.6418983,2020-04-27
110,샛골로2(YB14),우73,37.468252,126.6425496,2020-04-27
111,샛골로2(YB14),우72,37.4684275,126.6421395,2020-04-27
112,샛골로2(YB14),우74,37.4680406,126.6429717,2020-04-27
113,샛골로2(YB14),우8,37.4682897,126.6419046,2020-04-27
114,샛골로2(YB14),우6,37.4676408,126.6418937,2020-04-27
115,샛골로2(YB14),우5,37.4671271,126.6418804,2020-04-27
116,샛골로2(YB14),우3,37.4665051,126.6418577,2020-04-27
117,샛골로2(YB14),우1,37.4657056,126.6420643,2020-04-27
118,샛골로2(YB14),우4,37.4668207,126.6418746,2020-04-27
119,샛골로2(YB14),우2,37.466163,126.6418865,2020-04-27
120,샛골로1(YB15),우1,37.4663472,126.6414423,2020-04-27
121,샛골로1(YB15),우2,37.4662119,126.6414334,2020-04-27
122,샛골로1(YB15),우6,37.465729,126.6409674,2020-04-27
123,샛골로1(YB15),우3,37.4657288,126.6401648,2020-04-27
124,샛골로1(YB15),우2,37.465952,126.6399912,2020-04-27
125,샛골로1(YB15),우7,37.4655633,126.6406652,2020-04-27
126,샛골로1(YB15),좌1,37.4659949,126.6397983,2020-04-27
127,샛골로1(YB15),좌2,37.4657181,126.6400181,2020-04-27
128,샛골로1(YB15),우4,37.4659846,126.6412567,2020-04-27
129,샛골로1(YB15),우1,37.4662025,126.6398284,2020-04-27
130,샛골로1(YB15),좌2,37.4658468,126.6418131,2020-04-27
131,샛골로1(YB15),좌3,37.4663407,126.6416685,2020-04-27
132,샛골로1(YB15),좌1,37.4654341,126.6419675,2020-04-27
133,축항대로4(YB16),우21,37.455793,126.6086185,2020-04-27
134,축항대로4(YB16),우23,37.4555128,126.6093131,2020-04-27
135,축항대로4(YB16),우22,37.4556352,126.6089944,2020-04-27
136,축항대로4(YB16),우24,37.4553463,126.6097118,2020-04-27
137,축항대로4(YB16),우17,37.4563709,126.607195,2020-04-27
138,축항대로4(YB16),우19,37.4560994,126.6078555,2020-04-27
139,축항대로4(YB16),우20,37.455968,126.6081745,2020-04-27
140,축항대로4(YB16),우18,37.4562218,126.6075368,2020-04-27
141,축항대로4(YB16),축항대로86번길좌1,37.4562334,126.6069941,2020-04-27
142,축항대로4(YB16),축항대로86번길좌3,37.455471,126.6065222,2020-04-27
143,축항대로4(YB16),축항대로86번길좌5,37.4546723,126.6060284,2020-04-27
144,축항대로4(YB16),축항대로86번길좌2,37.4558884,126.6067744,2020-04-27
145,축항대로4(YB16),축항대로86번길좌4,37.4550898,126.6062919,2020-04-27
146,축항대로4(YB16),축항대로86번길좌6,37.454309,126.6057865,2020-04-27
147,월미로226번길1(YB19),,37.4766347,126.598781,2020-04-27
148,월미로226번길1(YB19),,37.4770137,126.5988305,2020-04-27
149,월미로226번길1(YB19),,37.4771942,126.598861,2020-04-27
150,월미로226번길1(YB19),4,37.47606,126.59895,2020-04-27
151,월미로226번길1(YB19),5,37.4760106,126.5993466,2020-04-27
152,월미로226번길1(YB19),6,37.4766653,126.5990857,2020-04-27
153,월미로226번길1(YB19),7,37.4766325,126.5993577,2020-04-27
154,월미로226번길1(YB19),8,37.4767951,126.5986311,2020-04-27
155,월미로226번길1(YB19),9,37.4768187,126.598348,2020-04-27
156,월미로226번길1(YB19),,37.4768152,126.5988116,2020-04-27
157,월미로226번길1(YB19),,37.4763726,126.5987181,2020-04-27
158,월미로226번길1(YB19),,37.4762011,126.5986874,2020-04-27
159,월미로226번길1(YB19),,37.4765081,126.5987495,2020-04-27
160,월미로226번길1(YB19),15,37.4762214,126.5981217,2020-04-27
161,월미로226번길1(YB19),16,37.476189,126.5984276,2020-04-27
162,월미로11(YB18),우1,37.4753871,126.5991887,2020-04-27
163,월미로11(YB18),우3,37.475567,126.5984053,2020-04-27
164,월미로11(YB18),우2,37.4754376,126.5988938,2020-04-27
165,월미로11(YB18),우4,37.4756083,126.5980879,2020-04-27
166,월미로11(YB18),좌2,37.4752571,126.5988633,2020-04-27
167,월미로11(YB18),좌4,37.4754189,126.5980689,2020-04-27
168,월미로11(YB18),좌3,37.4753772,126.5983523,2020-04-27
169,월미로11(YB18),좌1,37.4751967,126.5990905,2020-04-27
170,월미로260번길1(YB17),1,37.4744762,126.5976003,2020-04-27
171,월미로260번길1(YB17),2,37.4743804,126.5978734,2020-04-27
172,월미로260번길1(YB17),3,37.474242,126.5983622,2020-04-27
173,월미로260번길1(YB17),4,37.4741113,126.5987377,2020-04-27
174,월미로260번길1(YB17),9,37.4739542,126.597644,2020-04-27
175,월미로260번길1(YB17),10,37.4734368,126.5980832,2020-04-27
176,월미로260번길1(YB17),11,37.474213,126.5974357,2020-04-27
177,월미로260번길1(YB17),12,37.4736421,126.5979211,2020-04-27
178,월미로260번길1(YB17),13,37.4732495,126.598245,2020-04-27
179,월미로260번길1(YB17),14,37.4741745,126.5972329,2020-04-27
180,월미로260번길1(YB17),15,37.4738623,126.5974987,2020-04-27
181,월미로260번길1(YB17),16,37.4735142,126.5977766,2020-04-27
182,월미로260번길1(YB17),17,37.4732558,126.5980188,2020-04-27
183,인중로12(YB23),좌50,37.4713372,126.6195111,2020-04-27
184,인중로12(YB23),좌49,37.4711697,126.6198307,2020-04-27
185,인중로12(YB23),좌48,37.4709663,126.6201623,2020-04-27
186,인중로12(YB23),좌47,37.4707809,126.6204822,2020-04-27
187,인중로12(YB23),좌46,37.4706045,126.6208133,2020-04-27
188,인중로12(YB23),좌45,37.4704103,126.621156,2020-04-27
189,인중로12(YB23),좌44,37.4701983,126.6215217,2020-04-27
190,인중로12(YB23),좌43,37.4699863,126.6218873,2020-04-27
191,인중로12(YB23),좌42,37.4697657,126.622287,2020-04-27
192,인중로12(YB23),좌51,37.4715579,126.6191227,2020-04-27
193,인중로12(YB23),좌52,37.4717434,126.6188028,2020-04-27
194,인중로12(YB23),좌53,37.4718935,126.61854,2020-04-27
195,인중로12(YB23),좌54,37.4720612,126.618243,2020-04-27
196,인중로12(YB23),좌55,37.4722465,126.6179117,2020-04-27
197,인중로12(YB23),좌56,37.4724759,126.6174892,2020-04-27
198,인중로12(YB23),좌57,37.4726878,126.6171236,2020-04-27
199,인중로12(YB23),좌58,37.4729174,126.6167237,2020-04-27
200,인중로12(YB23),,37.4730673,126.6164383,2020-04-27
201,인중로12(YB23),좌60,37.47328,126.6161404,2020-04-27
202,인중로12(YB23),,37.4735116,126.61591,2020-04-27
203,인중로11(YB28),우46,37.4708324,126.6210352,2020-04-27
204,인중로11(YB28),우45,37.4706467,126.6213439,2020-04-27
205,인중로11(YB28),우44,37.4704525,126.6216866,2020-04-27
206,인중로11(YB28),우43,37.4702407,126.6220635,2020-04-27
207,인중로11(YB28),우42,37.4699402,126.6225664,2020-04-27
208,인중로11(YB28),우41,37.4696659,126.623001,2020-04-27
209,인중로11(YB28),좌1,37.469876,126.6232459,2020-04-27
210,인중로11(YB28),우47,37.4710087,126.6207042,2020-04-27
211,인중로11(YB28),우48,37.471247,126.6202815,2020-04-27
212,인중로11(YB28),우49,37.471512,126.6198244,2020-04-27
213,제물량로12(YB31),좌74,37.4747297,126.6175947,2020-04-27
214,제물량로12(YB31),좌73,37.4742365,126.617796,2020-04-27
215,제물량로12(YB31),좌72,37.4738419,126.6179615,2020-04-27
216,제물량로12(YB31),우2,37.4737173,126.6173194,2020-04-27
217,제물량로12(YB31),우1,37.4736589,126.6177162,2020-04-27
218,제물량로12(YB31),우3,37.4738097,126.6167411,2020-04-27
219,제물량로12(YB31),우4,37.4738767,126.6163103,2020-04-27
220,제물량로11(YB27),좌59,37.4714686,126.6215097,2020-04-27
221,제물량로11(YB27),좌61,37.4716979,126.6210872,2020-04-27
222,제물량로11(YB27),좌63,37.4721305,126.6203218,2020-04-27
223,제물량로11(YB27),좌62,37.4720069,126.6205389,2020-04-27
224,제물량로11(YB27),좌60,37.4715921,126.6212813,2020-04-27
225,제물량로11(YB27),좌64,37.472245,126.6200936,2020-04-27
226,제물량로11(YB27),좌65,37.4723864,126.6198536,2020-04-27
227,제물량로11(YB27),좌58,37.4713362,126.6217495,2020-04-27
228,제물량로11(YB27),좌57,37.4711685,126.6220465,2020-04-27
229,제물량로11(YB27),좌56,37.4710539,126.6222634,2020-04-27
230,제물량로11(YB27),좌55,37.4708595,126.6225948,2020-04-27
231,제물량로11(YB27),좌54,37.4707449,126.6228117,2020-04-27
232,제물량로11(YB27),좌53,37.4705772,126.6231087,2020-04-27
233,제물량로11(YB27),좌52,37.4704007,126.6234284,2020-04-27
234,제물량로11(YB27),신포로좌2,37.4701858,126.6235454,2020-04-27
235,제물량로13(YB21),우71,37.4736657,126.6183039,2020-04-27
236,제물량로13(YB21),우72,37.4739437,126.6181857,2020-04-27
237,제물량로13(YB21),우73,37.4741948,126.6180907,2020-04-27
238,제물량로13(YB21),우74,37.4744818,126.6179723,2020-04-27
239,제물량로13(YB21),우75,37.4747777,126.6178538,2020-04-27
240,제물량로13(YB21),우76,37.4751633,126.6176885,2020-04-27
241,신포로27번길4(YB24),좌13,37.4733959,126.6214291,2020-04-27
242,신포로27번길4(YB24),좌12,37.473246,126.6217145,2020-04-27
243,신포로27번길4(YB24),좌11,37.4731407,126.6219538,2020-04-27
244,신포로27번길4(YB24),좌10,37.4729994,126.6222051,2020-04-27
245,신포로27번길4(YB24),좌9,37.4728673,126.6224675,2020-04-27
246,신포로27번길4(YB24),우6,37.473349,126.6212717,2020-04-27
247,신포로27번길4(YB24),좌15,37.4736516,126.6209496,2020-04-27
248,신포로27번길4(YB24),좌14,37.4735013,126.621201,2020-04-27
249,신포로27번길4(YB24),좌6,37.4733923,126.6211239,2020-04-27
250,신포로27번길4(YB24),좌16,37.4737659,126.6207101,2020-04-27
251,신포로27번길4(YB24),좌17,37.4738891,126.6204591,2020-04-27
252,신포로27번길4(YB24),좌18,37.4740212,126.6201966,2020-04-27
253,신포로27번길3(YB25),우10,37.4731778,126.6220436,2020-04-27
254,신포로27번길3(YB25),우9,37.4730637,126.6223057,2020-04-27
255,신포로27번길3(YB25),3,37.4729403,126.6225453,2020-04-27
256,신포로27번길3(YB25),우11,37.4733281,126.6218034,2020-04-27
257,신포로27번길3(YB25),우12,37.473628,126.6212439,2020-04-27
258,신포로27번길3(YB25),우13,37.4738386,126.6207653,2020-04-27
259,신포로27번길3(YB25),우14,37.4739617,126.620503,2020-04-27
260,신포로27번길3(YB25),우15,37.4740939,126.6202518,2020-04-27
261,신포로27번길2(YB33),우6,37.4727649,126.6229555,2020-04-27
262,신포로27번길2(YB33),우5,37.4725887,126.6232979,2020-04-27
263,신포로27번길2(YB33),우4,37.4723505,126.6237319,2020-04-27
264,신포로27번길2(YB33),우2,37.4719621,126.6244286,2020-04-27
265,신포로27번길2(YB33),좌4,37.4718214,126.6247251,2020-04-27
266,신포로27번길2(YB33),좌5,37.471859,126.6248601,2020-04-27
267,신포로27번길2(YB33),우6,37.4719055,126.6249836,2020-04-27
268,신포로27번길2(YB33),우9,37.4717153,126.6248966,2020-04-27
269,신포로27번길2(YB33),우10,37.4717623,126.6250653,2020-04-27
270,신포로27번길2(YB33),우11,37.4715913,126.6250798,2020-04-27
271,신포로27번길1(YB34),좌4,37.4722157,126.6237683,2020-04-27
272,신포로27번길1(YB34),좌5,37.4723656,126.6234829,2020-04-27
273,신포로27번길1(YB34),좌6,37.4724711,126.6232549,2020-04-27
274,신포로27번길1(YB34),좌7,37.472621,126.6229808,2020-04-27
275,신포로27번길1(YB34),좌8,37.4727711,126.622718,2020-04-27
276,신포로27번길1(YB34),좌3,37.4720476,126.6240313,2020-04-27
277,신포로27번길1(YB34),좌2,37.4719506,126.624214,2020-04-27
278,신포로27번길1(YB34),좌1,37.4718535,126.6243854,2020-04-27
279,신포로27번길1(YB34),우8,37.4716324,126.6247399,2020-04-27
280,신포로27번길1(YB34),좌1,37.471518,126.6249793,2020-04-27
281,신포로27번길1(YB34),우1,37.4720725,126.62385,2020-04-27
282,신포로27번길1(YB34),우2,37.4719178,126.6237172,2020-04-27
283,신포로27번길1(YB34),좌2,37.4716997,126.6243316,2020-04-27
284,신포로27번길1(YB34),좌1,37.4716439,126.6241857,2020-04-27
285,신포로27번길1(YB34),,37.4715467,126.6243458,2020-04-27
286,신포로27번길1(YB34),20,37.4720884,126.6236688,2020-04-27
287,홍예문로1(YB32),홍예문로1-우20,37.4742029,126.6257442,2020-04-27
288,홍예문로1(YB32),홍예문로1-우19,37.4740481,126.6256,2020-04-27
289,홍예문로1(YB32),홍예문로1-우18,37.4738751,126.6254449,2020-04-27
290,홍예문로1(YB32),홍예문로1-우17,37.4736931,126.62529,2020-04-27
291,홍예문로1(YB32),홍예문로1-우16,37.4735837,126.625179,2020-04-27
292,홍예문로1(YB32),홍예문로1-우15,37.473429,126.6250461,2020-04-27
293,홍예문로1(YB32),홍예문로1-우14,37.4732741,126.624902,2020-04-27
294,신포로31번길1(YB37),우5,37.4727305,126.6238719,2020-04-27
295,신포로31번길1(YB37),우6,37.4728186,126.6237007,2020-04-27
296,신포로31번길1(YB37),우7,37.4729244,126.6234953,2020-04-27
297,신포로31번길1(YB37),우8,37.4730655,126.6232327,2020-04-27
298,신포로31번길1(YB37),우9,37.4731976,126.6229702,2020-04-27
299,신포로31번길1(YB37),우4,37.4725189,126.6242714,2020-04-27
300,신포로31번길1(YB37),우3,37.4723158,126.6246256,2020-04-27
301,신포로31번길1(YB37),우2,37.4721657,126.6248884,2020-04-27
302,신포로31번길1(YB37),우1,37.4720336,126.6251508,2020-04-27
303,자유공원서로1(YB38),A4,37.4765965,126.6200589,2020-04-27
304,자유공원서로1(YB38),A3,37.4764413,126.6198809,2020-04-27
305,자유공원서로1(YB38),A2,37.4763042,126.6197138,2020-04-27
306,자유공원서로1(YB38),A1,37.4762311,126.6196247,2020-04-27
307,자유공원서로1(YB38),B1,37.4761778,126.6196935,2020-04-27
308,자유공원서로1(YB38),B2,37.4763149,126.6198606,2020-04-27
309,자유공원서로1(YB38),B3,37.4764611,126.6200388,2020-04-27
310,자유공원서로1(YB38),좌6,37.4764998,126.6202642,2020-04-27
311,자유공원서로1(YB38),좌7,37.4762492,126.6204044,2020-04-27
312,자유공원서로1(YB38),좌8,37.4759802,126.6205224,2020-04-27
313,차이나타운로44번길1(YB39),우2,37.475675,126.6190696,2020-04-27
314,차이나타운로44번길1(YB39),우1,37.4756508,126.6193188,2020-04-27
315,차이나타운로44번길1(YB39),51번길좌4,37.4756437,126.6194772,2020-04-27
316,차이나타운로44번길1(YB39),좌8,37.4757026,126.6175768,2020-04-27
317,차이나타운로44번길1(YB39),B2,37.4758033,126.6200282,2020-04-27
318,차이나타운로44번길1(YB39),B1,37.475806,126.6202656,2020-04-27
319,차이나타운로44번길1(YB39),A2,37.4759021,126.6200038,2020-04-27
320,차이나타운로44번길1(YB39),A1,37.4759051,126.6202638,2020-04-27
321,차이나타운로44번길1(YB39),px,37.4756984,126.618764,2020-04-27
322,차이나타운로44번길1(YB39),우4,37.4757138,126.6185376,2020-04-27
323,차이나타운로44번길1(YB39),우5,37.475729,126.6182999,2020-04-27
324,차이나타운로44번길1(YB39),우6,37.4757441,126.6180509,2020-04-27
325,차이나타운로44번길1(YB39),우7,37.4757683,126.6178017,2020-04-27
326,차이나타운로44번길1(YB39),우8,37.4757746,126.6175755,2020-04-27
327,차이나타운로44번길1(YB39),좌1,37.4755788,126.6193201,2020-04-27
328,차이나타운로44번길1(YB39),좌2,37.4756028,126.6190597,2020-04-27
329,차이나타운로44번길1(YB39),좌3,37.4756176,126.6187881,2020-04-27
330,차이나타운로44번길1(YB39),좌4,37.4756411,126.6184824,2020-04-27
331,차이나타운로44번길1(YB39),좌5,37.4756477,126.6182788,2020-04-27
332,차이나타운로44번길1(YB39),좌6,37.4756629,126.6180411,2020-04-27
333,차이나타운로44번길1(YB39),좌7,37.4756877,126.6178484,2020-04-27
334,차이나타운로51번길1(YB40),우1,37.4750052,126.6188106,2020-04-27
335,차이나타운로51번길1(YB40),우2,37.4749192,126.6191627,2020-04-27
336,차이나타운로51번길1(YB40),우3,37.4748509,126.6194918,2020-04-27
337,차이나타운로51번길1(YB40),우4,37.4747914,126.6197981,2020-04-27
338,차이나타운로51번길1(YB40),자유공원서로우12,37.4750861,126.6195666,2020-04-27
339,차이나타운로51번길1(YB40),자유공원서로좌11,37.4753518,126.6199461,2020-04-27
340,차이나타운로51번길1(YB40),자유공원서로좌10,37.475544,126.6202026,2020-04-27
341,차이나타운로51번길1(YB40),차이나타운로좌28,37.4748497,126.61861,2020-04-27
342,차이나타운로51번길1(YB40),차이나타운로좌29,37.4746496,126.6184554,2020-04-27
343,차이나타운로51번길1(YB40),차이나타운로우29,37.4751308,126.6187631,2020-04-27
344,차이나타운로51번길1(YB40),차이나타운로우28,37.4753691,126.6191092,2020-04-27
345,차이나타운로51번길1(YB40),차이나타운로우30,37.4749756,126.6185964,2020-04-27
346,차이나타운로51번길1(YB40),차이나타운로우31,37.4747755,126.6184305,2020-04-27
347,차이나타운로51번길1(YB40),차이나타운로우32,37.4745482,126.6182538,2020-04-27
348,차이나타운로51번길1(YB40),차이나타운로좌27,37.4752149,126.6190216,2020-04-27
349,차이나타운로51번길1(YB40),차이나타운로좌26,37.4754165,126.6193118,2020-04-27
350,차이나타운로51번길1(YB40),차이나타운로52번길좌1,37.4750468,126.6185159,2020-04-27
351,차이나타운로51번길1(YB40),차이나타운로52번길좌2,37.4751069,126.6182661,2020-04-27
352,차이나타운로51번길1(YB40),차이나타운로52번길좌3,37.4752185,126.6177892,2020-04-27
353,차이나타운로55번길1(YB41),좌4,37.4744354,126.6193977,2020-04-27
354,차이나타운로55번길1(YB41),좌3,37.4745227,126.6191586,2020-04-27
355,차이나타운로55번길1(YB41),좌2,37.4746011,126.6189311,2020-04-27
356,차이나타운로55번길1(YB41),좌1,37.4746792,126.6186696,2020-04-27
357,차이나타운로55번길1(YB41),차이나타운로59번길좌1,37.4744167,126.6185727,2020-04-27
358,차이나타운로55번길1(YB41),차이나타운로59번길좌2,37.4742846,126.6188352,2020-04-27
359,차이나타운로55번길1(YB41),차이나타운로59번길좌3,37.4741617,126.6191088,2020-04-27
360,차이나타운로55번길1(YB41),차이나타운로59번길좌4,37.4739419,126.6195763,2020-04-27
361,차이나타운로55번길1(YB41),차이나타운로59번길우3,37.4740275,126.6191904,2020-04-27
362,차이나타운로55번길1(YB41),차이나타운로59번길우2,37.4742381,126.6187117,2020-04-27
363,차이나타운로55번길1(YB41),차이나타운로59번길우1,37.4743875,126.6183811,2020-04-27
364,자유공원남로1(YB42),신포로35번길우6,37.4742695,126.6214017,2020-04-27
365,자유공원남로1(YB42),우1,37.4742809,126.621605,2020-04-27
366,자유공원남로1(YB42),우2,37.4741664,126.6218332,2020-04-27
367,자유공원남로1(YB42),우3,37.4740785,126.6220157,2020-04-27
368,자유공원남로1(YB42),우4,37.4740082,126.6221753,2020-04-27
369,자유공원남로1(YB42),우5,37.4739466,126.6223008,2020-04-27
370,자유공원남로1(YB42),신포로39번길좌1,37.4737705,126.6234232,2020-04-27
371,자유공원남로1(YB42),신포로39번길좌2,37.4741492,126.6226701,2020-04-27
372,자유공원남로1(YB42),신포로39번길좌3,37.4743515,126.6222481,2020-04-27
373,자유공원남로1(YB42),우1,37.4747323,126.6216759,2020-04-27
374,자유공원남로1(YB42),우2,37.4750028,126.6216935,2020-04-27
375,자유공원남로1(YB42),우3,37.4750682,126.6218958,2020-04-27
376,자유공원남로1(YB42),우4,37.4747656,126.6222179,2020-04-27
377,자유공원남로1(YB42),우5,37.4745457,126.6226742,2020-04-27
378,자유공원남로1(YB42),우6,37.4743701,126.6230731,2020-04-27
379,자유공원남로1(YB42),우7,37.4742331,126.6236861,2020-04-27
380,자유공원남로1(YB42),우8,37.4745152,126.6239296,2020-04-27
381,자유공원남로1(YB42),우9,37.4747427,126.6241176,2020-04-27
382,제물량로8(YB43),우현로좌7,37.47053,126.6275749,2020-04-27
383,제물량로8(YB43),우현로좌8,37.4707752,126.62774,2020-04-27
384,제물량로8(YB43),우현로좌9,37.4710384,126.6279048,2020-04-27
385,제물량로8(YB43),우현로좌10,37.4713016,126.6280695,2020-04-27
386,제물량로8(YB43),우현로좌11,37.4716103,126.6282674,2020-04-27
