순번,분전함,등주,위도,경도,데이터기준일자
4091,용유서로LP-3(YB1209),우5,37.4554078,126.3720959,2020-04-27
4092,용유서로LP-3(YB1209),우6,37.4550814,126.372117,2020-04-27
4093,용유서로LP-3(YB1209),우7,37.4547415,126.3721297,2020-04-27
4094,용유서로LP-3(YB1209),우8,37.4543793,126.3721712,2020-04-27
4095,용유서로LP-3(YB1209),우9,37.4539585,126.3722132,2020-04-27
4096,용유서로LP-3(YB1209),좌10,37.4602668,126.3719739,2020-04-27
4097,용유서로LP-3(YB1209),좌9,37.4598569,126.3719823,2020-04-27
4098,용유서로LP-3(YB1209),좌8,37.4594854,126.3719873,2020-04-27
4099,용유서로LP-3(YB1209),좌7,37.4591026,126.3720009,2020-04-27
4100,용유서로LP-3(YB1209),좌6,37.4587333,126.3720117,2020-04-27
4101,용유서로LP-3(YB1209),좌5,37.4583797,126.3720136,2020-04-27
4102,용유서로LP-3(YB1209),좌4,37.4579901,126.3720189,2020-04-27
4103,용유서로LP-3(YB1209),좌3,37.4576817,126.3720314,2020-04-27
4104,용유서로LP-3(YB1209),좌2,37.4573438,126.3720303,2020-04-27
4105,용유서로LP-3(YB1209),좌1,37.4570082,126.3720318,2020-04-27
4106,용유서로LP-A2(YB1223),좌9,37.4528901,126.3914184,2020-04-27
4107,용유서로LP-A2(YB1223),좌8,37.4525851,126.3912192,2020-04-27
4108,용유서로LP-A2(YB1223),좌7,37.4522776,126.390946,2020-04-27
4109,용유서로LP-A2(YB1223),좌6,37.4519834,126.3906726,2020-04-27
4110,용유서로LP-A2(YB1223),좌5,37.4516892,126.3904162,2020-04-27
4111,용유서로LP-A2(YB1223),좌4,37.4513972,126.39014,2020-04-27
4112,용유서로LP-A2(YB1223),좌3,37.4510918,126.3898667,2020-04-27
4113,용유서로LP-A2(YB1223),좌2,37.4507886,126.3896105,2020-04-27
4114,용유서로LP-A2(YB1223),좌1,37.4504693,126.3893432,2020-04-27
4115,용유서로LP-A2(YB1223),우1,37.4502007,126.3891172,2020-04-27
4116,용유서로LP-A2(YB1223),우2,37.4498886,126.3890108,2020-04-27
4117,용유서로LP-A2(YB1223),우3,37.4495804,126.3889102,2020-04-27
4118,용유서로LP-A2(YB1223),우4,37.4492819,126.3888262,2020-04-27
4119,용유서로LP-A2(YB1223),우5,37.4489792,126.3887422,2020-04-27
4120,용유서로LP-A2(YB1223),우6,37.4486814,126.3887063,2020-04-27
4121,용유서로LP-A2(YB1223),우7,37.4484002,126.3887207,2020-04-27
4122,용유서로LP-A2(YB1223),우8,37.4481342,126.3887123,2020-04-27
4123,용유서로LP-A1(YB1222),좌1,37.450266,126.3889659,2020-04-27
4124,용유서로LP-A1(YB1222),좌2,37.4499538,126.3888625,2020-04-27
4125,용유서로LP-A1(YB1222),좌3,37.4496554,126.3887842,2020-04-27
4126,용유서로LP-A1(YB1222),좌4,37.44935,126.388689,2020-04-27
4127,용유서로LP-A1(YB1222),좌5,37.4490652,126.3886104,2020-04-27
4128,용유서로LP-A1(YB1222),좌6,37.4487491,126.3885551,2020-04-27
4129,용유서로LP-A1(YB1222),좌7,37.4484471,126.388553,2020-04-27
4130,용유서로LP-A1(YB1222),좌8,37.448134,126.388557,2020-04-27
4131,용유서로LP-A1(YB1222),우8,37.4527239,126.3911368,2020-04-27
4132,용유서로LP-A1(YB1222),우7,37.4524276,126.3908918,2020-04-27
4133,용유서로LP-A1(YB1222),우6,37.4521175,126.3906159,2020-04-27
4134,용유서로LP-A1(YB1222),우5,37.4518164,126.3903314,2020-04-27
4135,용유서로LP-A1(YB1222),우4,37.4515061,126.3900386,2020-04-27
4136,용유서로LP-A1(YB1222),우3,37.451196,126.3897598,2020-04-27
4137,용유서로LP-A1(YB1222),우2,37.4508837,126.3894924,2020-04-27
4138,용유서로LP-A1(YB1222),우1,37.4505715,126.389239,2020-04-27
4139,용유서로LP-A1(YB1222),우9,37.4529447,126.391155,2020-04-27
4140,남북로LP-6(YB801),좌1,37.4507469,126.4185852,2020-04-27
4141,남북로LP-6(YB801),좌2,37.4510178,126.4187943,2020-04-27
4142,남북로LP-6(YB801),좌3,37.4512862,126.4189949,2020-04-27
4143,남북로LP-6(YB801),좌4,37.4515214,126.4192301,2020-04-27
4144,남북로LP-6(YB801),좌5,37.4517437,126.4195108,2020-04-27
4145,남북로LP-6(YB801),좌6,37.4519442,126.4198513,2020-04-27
4146,남북로LP-6(YB801),좌7,37.452138,126.4201919,2020-04-27
4147,남북로LP-6(YB801),좌8,37.4523319,126.4205494,2020-04-27
4148,남북로LP-6(YB801),좌9,37.4525306,126.4209096,2020-04-27
4149,남북로LP-6(YB801),좌10,37.4523626,126.4211534,2020-04-27
4150,남북로LP-6(YB801),우1,37.4504713,126.4183566,2020-04-27
4151,남북로LP-6(YB801),우2,37.4501322,126.4180925,2020-04-27
4152,남북로LP-6(YB801),우3,37.4497972,126.4178085,2020-04-27
4153,남북로LP-6(YB801),우4,37.4495319,126.4175062,2020-04-27
4154,남북로LP-6(YB801),우5,37.449311,126.4171633,2020-04-27
4155,남북로LP-6(YB801),우6,37.4491216,126.4168055,2020-04-27
4156,남북로LP-6(YB801),우7,37.4489619,126.4164897,2020-04-27
4157,남북로LP-5(YB804),우1,37.450887,126.4182773,2020-04-27
4158,남북로LP-5(YB804),우2,37.4511647,126.4184918,2020-04-27
4159,남북로LP-5(YB804),우3,37.4514287,126.4186953,2020-04-27
4160,남북로LP-5(YB804),우4,37.451714,126.4189746,2020-04-27
4161,남북로LP-5(YB804),우5,37.4519615,126.4192943,2020-04-27
4162,남북로LP-5(YB804),우6,37.4521804,126.4196627,2020-04-27
4163,남북로LP-5(YB804),우7,37.4523858,126.4200342,2020-04-27
4164,남북로LP-5(YB804),우8,37.4525842,126.4203775,2020-04-27
4165,남북로LP-5(YB804),우9,37.4527519,126.4205941,2020-04-27
4166,남북로LP-5(YB804),좌1,37.4505478,126.4180075,2020-04-27
4167,남북로LP-5(YB804),좌2,37.4502814,126.4177984,2020-04-27
4168,남북로LP-5(YB804),좌3,37.4499921,126.417553,2020-04-27
4169,남북로LP-5(YB804),좌4,37.4497589,126.4173037,2020-04-27
4170,남북로LP-5(YB804),좌5,37.4495383,126.4169692,2020-04-27
4171,남북로LP-5(YB804),좌6,37.4493741,126.4166591,2020-04-27
4172,남북로LP-5(YB804),좌7,37.4492008,126.4163293,2020-04-27
4173,남북로LP-3(YB805),좌7,37.4470166,126.4110102,2020-04-27
4174,남북로LP-3(YB805),좌6,37.4472519,126.4112681,2020-04-27
4175,남북로LP-3(YB805),좌5,37.4474657,126.4115742,2020-04-27
4176,남북로LP-3(YB805),좌4,37.4475604,126.4119139,2020-04-27
4177,남북로LP-3(YB805),좌3,37.4476255,126.4124015,2020-04-27
4178,남북로LP-3(YB805),좌2,37.4477006,126.4127953,2020-04-27
4179,남북로LP-3(YB805),좌1,37.4477844,126.4131665,2020-04-27
4180,남북로LP-3(YB805),우1,37.4479021,126.4135454,2020-04-27
4181,남북로LP-3(YB805),우2,37.4480263,126.4139073,2020-04-27
4182,남북로LP-3(YB805),우3,37.4481685,126.4142546,2020-04-27
4183,남북로LP-3(YB805),우4,37.4483219,126.414613,2020-04-27
4184,남북로LP-3(YB805),우5,37.4484821,126.4149741,2020-04-27
4185,남북로LP-3(YB805),우6,37.4486556,126.4153095,2020-04-27
4186,남북로LP-3(YB805),우7,37.4488515,126.415653,2020-04-27
4187,남북로LP-3(YB805),우8,37.4490044,126.4159633,2020-04-27
4188,남북로LP-4(YB808),우5,37.4471885,126.4117383,2020-04-27
4189,남북로LP-4(YB808),우4,37.447317,126.4120718,2020-04-27
4190,남북로LP-4(YB808),우3,37.4473946,126.4124854,2020-04-27
4191,남북로LP-4(YB808),우2,37.4474762,126.4128622,2020-04-27
4192,남북로LP-4(YB808),우1,37.4475603,126.4132476,2020-04-27
4193,남북로LP-4(YB808),좌1,37.4476735,126.4136351,2020-04-27
4194,남북로LP-4(YB808),좌2,37.4478481,126.4140496,2020-04-27
4195,남북로LP-4(YB808),좌3,37.4479858,126.4144025,2020-04-27
4196,남북로LP-4(YB808),좌4,37.4481232,126.4147528,2020-04-27
4197,남북로LP-4(YB808),좌5,37.4482701,126.4151113,2020-04-27
4198,남북로LP-4(YB808),좌6,37.4484577,126.4155086,2020-04-27
4199,남북로LP-4(YB808),좌7,37.4486103,126.4158048,2020-04-27
4200,남북로LP-4(YB808),좌8,37.4487794,126.416146,2020-04-27
4201,남북로LP-1(YB802),좌8,37.4426225,126.405354,2020-04-27
4202,남북로LP-1(YB802),좌7,37.4428662,126.4057247,2020-04-27
4203,남북로LP-1(YB802),좌6,37.4431205,126.4060524,2020-04-27
4204,남북로LP-1(YB802),좌5,37.4433863,126.4063774,2020-04-27
4205,남북로LP-1(YB802),좌4,37.4436588,126.406708,2020-04-27
4206,남북로LP-1(YB802),좌3,37.443911,126.4070387,2020-04-27
4207,남북로LP-1(YB802),좌2,37.4441633,126.4073781,2020-04-27
4208,남북로LP-1(YB802),좌1,37.4444021,126.4077036,2020-04-27
4209,남북로LP-1(YB802),우1,37.4446657,126.4080511,2020-04-27
4210,남북로LP-1(YB802),우2,37.444909,126.4083765,2020-04-27
4211,남북로LP-1(YB802),우3,37.4451589,126.4087046,2020-04-27
4212,남북로LP-1(YB802),우4,37.4454383,126.4090575,2020-04-27
4213,남북로LP-1(YB802),우5,37.4456949,126.4093798,2020-04-27
4214,남북로LP-1(YB802),우6,37.4459427,126.4097107,2020-04-27
4215,남북로LP-1(YB802),우7,37.4462152,126.4100411,2020-04-27
4216,남북로LP-1(YB802),우8,37.4464809,126.4103746,2020-04-27
4217,남북로LP-1(YB802),우9,37.4467444,126.4106797,2020-04-27
4218,남북로LP-2(YB803),우10,37.4420549,126.4050271,2020-04-27
4219,남북로LP-2(YB803),우9,37.44227,126.4052939,2020-04-27
4220,남북로LP-2(YB803),우8,37.4424235,126.4056464,2020-04-27
4221,남북로LP-2(YB803),우7,37.4426414,126.4059329,2020-04-27
4222,남북로LP-2(YB803),우6,37.4428729,126.4062273,2020-04-27
4223,남북로LP-2(YB803),우5,37.4430861,126.4064998,2020-04-27
4224,남북로LP-2(YB803),우4,37.4433493,126.4068161,2020-04-27
4225,남북로LP-2(YB803),우3,37.4435765,126.407125,2020-04-27
4226,남북로LP-2(YB803),우2,37.4438489,126.4074527,2020-04-27
4227,남북로LP-2(YB803),우1,37.4441153,126.4078255,2020-04-27
4228,남북로LP-2(YB803),좌1,37.4443768,126.4081759,2020-04-27
4229,남북로LP-2(YB803),좌2,37.4446088,126.4085015,2020-04-27
4230,남북로LP-2(YB803),좌3,37.4448265,126.4087822,2020-04-27
4231,남북로LP-2(YB803),좌4,37.4451039,126.4091408,2020-04-27
4232,남북로LP-2(YB803),좌5,37.4453652,126.4094799,2020-04-27
4233,남북로LP-2(YB803),좌6,37.4456423,126.4098187,2020-04-27
4234,남북로LP-2(YB803),좌7,37.4459402,126.4101911,2020-04-27
4235,남북로LP-2(YB803),좌8,37.4461878,126.4105163,2020-04-27
4236,남북로LP-2(YB803),좌9,37.4464328,126.4108106,2020-04-27
4237,용우로LP-A10(YB819),좌8,37.4236837,126.4249047,2020-04-27
4238,용우로LP-A10(YB819),좌7,37.4237595,126.4245077,2020-04-27
4239,용우로LP-A10(YB819),좌6,37.4238984,126.4241094,2020-04-27
4240,용우로LP-A10(YB819),좌5,37.4240468,126.4237561,2020-04-27
4241,용우로LP-A10(YB819),좌4,37.424222,126.4233796,2020-04-27
4242,용우로LP-A10(YB819),좌3,37.4243816,126.4231842,2020-04-27
4243,용우로LP-A10(YB819),좌2,37.4246041,126.4229761,2020-04-27
4244,용우로LP-A10(YB819),좌1,37.4248365,126.4228357,2020-04-27
4245,용우로LP-A10(YB819),우1,37.4251137,126.422683,2020-04-27
4246,용우로LP-A10(YB819),우2,37.4254192,126.4226201,2020-04-27
4247,용우로LP-A10(YB819),우3,37.4257521,126.4225793,2020-04-27
4248,용우로LP-A10(YB819),우4,37.4261304,126.4225713,2020-04-27
4249,용우로LP-A10(YB819),우5,37.426482,126.4225866,2020-04-27
4250,용우로LP-A10(YB819),우6,37.42678,126.4226368,2020-04-27
4251,용우로LP-A10(YB819),우7,37.4271236,126.4227313,2020-04-27
4252,용유로LP-A9(YB809),우7,37.4240087,126.4249544,2020-04-27
4253,용유로LP-A9(YB809),우6,37.4240677,126.4246481,2020-04-27
4254,용유로LP-A9(YB809),우5,37.424207,126.4242837,2020-04-27
4255,용유로LP-A9(YB809),우4,37.4243288,126.4239535,2020-04-27
4256,용유로LP-A9(YB809),우3,37.4244694,126.4236907,2020-04-27
4257,용유로LP-A9(YB809),우2,37.4246731,126.4234266,2020-04-27
4258,용유로LP-A9(YB809),우1,37.4249139,126.4232408,2020-04-27
4259,용유로LP-A9(YB809),좌1,37.4252451,126.4230757,2020-04-27
4260,용유로LP-A9(YB809),좌2,37.4255326,126.4230132,2020-04-27
4261,용유로LP-A9(YB809),좌3,37.4258477,126.4229953,2020-04-27
4262,용유로LP-A9(YB809),좌4,37.426199,126.4229879,2020-04-27
4263,용유로LP-A9(YB809),좌5,37.4265147,126.4230152,2020-04-27
4264,용유로LP-A9(YB809),좌6,37.4268037,126.4230656,2020-04-27
4265,용유로LP-A9(YB809),좌7,37.427102,126.4231384,2020-04-27
4266,용유로LP-A9(YB809),좌8,37.4273736,126.4232344,2020-04-27
4267,용우로LP-A7(YB811),우7,37.427702,126.4235326,2020-04-27
4268,용우로LP-A7(YB811),우6,37.4279081,126.4234492,2020-04-27
4269,용우로LP-A7(YB811),우5,37.4282074,126.4236011,2020-04-27
4270,용우로LP-A7(YB811),우4,37.4284798,126.4237536,2020-04-27
4271,용우로LP-A7(YB811),우3,37.4287799,126.4239619,2020-04-27
4272,용우로LP-A7(YB811),우2,37.4290982,126.4241812,2020-04-27
4273,용우로LP-A7(YB811),우1,37.4293811,126.4244578,2020-04-27
4274,용우로LP-A7(YB811),좌1,37.429673,126.4247228,2020-04-27
4275,용우로LP-A7(YB811),좌2,37.4299374,126.4249545,2020-04-27
4276,용우로LP-A7(YB811),좌3,37.4301931,126.425209,2020-04-27
4277,용우로LP-A7(YB811),좌4,37.4304666,126.4254519,2020-04-27
4278,용우로LP-A7(YB811),좌5,37.4307493,126.4257058,2020-04-27
4279,용우로LP-A7(YB811),좌6,37.4310228,126.4259487,2020-04-27
4280,용우로LP-A7(YB811),좌7,37.4313139,126.4261573,2020-04-27
4281,용우로LP-A8(YB812),좌8,37.4275489,126.4228692,2020-04-27
4282,용우로LP-A8(YB812),좌7,37.4278659,126.4229869,2020-04-27
4283,용우로LP-A8(YB812),좌6,37.4281469,126.4231165,2020-04-27
4284,용우로LP-A8(YB812),좌5,37.4284281,126.4232575,2020-04-27
4285,용우로LP-A8(YB812),좌4,37.4287279,126.4234433,2020-04-27
4286,용우로LP-A8(YB812),좌3,37.4290187,126.4236293,2020-04-27
4287,용우로LP-A8(YB812),좌2,37.4292829,126.4238497,2020-04-27
4288,용우로LP-A8(YB812),좌1,37.4295656,126.4241037,2020-04-27
4289,용우로LP-A8(YB812),우1,37.4298665,126.4243685,2020-04-27
4290,용우로LP-A8(YB812),우2,37.4301222,126.424623,2020-04-27
4291,용우로LP-A8(YB812),우3,37.4304049,126.424877,2020-04-27
4292,용우로LP-A8(YB812),우4,37.4306694,126.42512,2020-04-27
4293,용우로LP-A8(YB812),우5,37.4309341,126.4253743,2020-04-27
4294,용우로LP-A8(YB812),우6,37.4312075,126.4256059,2020-04-27
4295,용우로LP-A8(YB812),우7,37.4314986,126.4258144,2020-04-27
4296,용우로LP-A5(YB813),우8,37.4319745,126.4263694,2020-04-27
4297,용우로LP-A5(YB813),우7,37.4322896,126.4263515,2020-04-27
4298,용우로LP-A5(YB813),우6,37.4325948,126.426266,2020-04-27
4299,용우로LP-A5(YB813),우5,37.4329087,126.4261578,2020-04-27
4300,용우로LP-A5(YB813),우4,37.4332042,126.426016,2020-04-27
4301,용우로LP-A5(YB813),우3,37.4334898,126.425818,2020-04-27
4302,용우로LP-A5(YB813),우2,37.4337574,126.425609,2020-04-27
4303,용우로LP-A5(YB813),우1,37.433998,126.4254119,2020-04-27
4304,용우로LP-A5(YB813),좌1,37.4342561,126.4251692,2020-04-27
4305,용우로LP-A5(YB813),좌2,37.4345053,126.424938,2020-04-27
4306,용우로LP-A5(YB813),좌3,37.4347186,126.4247188,2020-04-27
4307,용우로LP-A5(YB813),좌4,37.4349941,126.4244306,2020-04-27
4308,용우로LP-A5(YB813),좌5,37.4352428,126.4241655,2020-04-27
4309,용우로LP-A5(YB813),좌6,37.4354916,126.4239004,2020-04-27
4310,용우로LP-A5(YB813),좌7,37.4357405,126.4236466,2020-04-27
4311,용우로LP-A5(YB813),좌8,37.4359446,126.4234163,2020-04-27
4312,용우로LP-A5(YB813),좌9,37.436158,126.4231972,2020-04-27
4313,용우로LP-A3(YB818),우9,37.4373041,126.4219867,2020-04-27
4314,용우로LP-A3(YB818),우8,37.4375975,126.4216868,2020-04-27
4315,용우로LP-A3(YB818),우7,37.4378818,126.421387,2020-04-27
4316,용우로LP-A3(YB818),우6,37.438184,126.4210756,2020-04-27
4317,용우로LP-A3(YB818),우5,37.4384773,126.4207756,2020-04-27
4318,용우로LP-A3(YB818),우4,37.4387883,126.4204527,2020-04-27
4319,용우로LP-A3(YB818),우3,37.4391085,126.4201409,2020-04-27
4320,용우로LP-A3(YB818),우2,37.4394196,126.419818,2020-04-27
4321,용우로LP-A3(YB818),우1,37.4397488,126.419506,2020-04-27
4322,용우로LP-A3(YB818),좌1,37.440051,126.4191945,2020-04-27
4323,용우로LP-A3(YB818),좌2,37.4403354,126.418906,2020-04-27
4324,용우로LP-A3(YB818),좌3,37.4405929,126.4186181,2020-04-27
4325,용우로LP-A3(YB818),좌4,37.44085,126.4183076,2020-04-27
4326,용우로LP-A3(YB818),좌5,37.4411342,126.4179965,2020-04-27
4327,용우로LP-A3(YB818),좌6,37.441427,126.4176627,2020-04-27
4328,용우로LP-A3(YB818),좌7,37.4416932,126.417352,2020-04-27
4329,용우로LP-A3(YB818),좌8,37.4419857,126.4169955,2020-04-27
4330,용우로LP-A1(YB815),우7,37.4436797,126.4149823,2020-04-27
4331,용우로LP-A1(YB815),우6,37.4439458,126.4146716,2020-04-27
4332,용우로LP-A1(YB815),우5,37.4442207,126.4143381,2020-04-27
4333,용우로LP-A1(YB815),우4,37.4445047,126.4140157,2020-04-27
4334,용우로LP-A1(YB815),우3,37.4447528,126.4137053,2020-04-27
4335,용우로LP-A1(YB815),우2,37.4450188,126.4133833,2020-04-27
4336,용우로LP-A1(YB815),우1,37.4452672,126.4130955,2020-04-27
4337,용우로LP-A1(YB815),좌1,37.4455422,126.4127733,2020-04-27
4338,용우로LP-A1(YB815),좌2,37.4457726,126.4124859,2020-04-27
4339,용우로LP-A1(YB815),좌3,37.4460212,126.4122095,2020-04-27
4340,용우로LP-A1(YB815),좌4,37.4462247,126.4119339,2020-04-27
4341,용우로LP-A1(YB815),좌5,37.4464374,126.4116695,2020-04-27
4342,용우로LP-A1(YB815),좌6,37.4466682,126.411416,2020-04-27
4343,용우로LP-A1(YB815),좌7,37.4469197,126.4113542,2020-04-27
4344,용우로LP-A2(YB816),좌7,37.4434503,126.4146707,2020-04-27
4345,용우로LP-A2(YB816),좌6,37.4436985,126.4143717,2020-04-27
4346,용우로LP-A2(YB816),좌5,37.4439468,126.4140726,2020-04-27
4347,용우로LP-A2(YB816),좌4,37.4441951,126.4137736,2020-04-27
4348,용우로LP-A2(YB816),좌3,37.4444434,126.4134745,2020-04-27
4349,용우로LP-A2(YB816),좌2,37.4447096,126.4131751,2020-04-27
4350,용우로LP-A2(YB816),좌1,37.4449756,126.4128531,2020-04-27
4351,용우로LP-A2(YB816),우1,37.4452242,126.4125766,2020-04-27
4352,용우로LP-A2(YB816),우2,37.4454457,126.4123007,2020-04-27
4353,용우로LP-A2(YB816),우3,37.4456852,126.4120131,2020-04-27
4354,용우로LP-A2(YB816),우4,37.4459601,126.4116909,2020-04-27
4355,용우로LP-A2(YB816),우5,37.4462171,126.4113691,2020-04-27
4356,용우로LP-A2(YB816),우6,37.4464208,126.4111048,2020-04-27
4357,용우로LP-A4(YB817),우8,37.4417829,126.4166495,2020-04-27
4358,용우로LP-A4(YB817),우7,37.4414992,126.4169945,2020-04-27
4359,용우로LP-A4(YB817),우6,37.4412155,126.4173394,2020-04-27
4360,용우로LP-A4(YB817),우5,37.4409405,126.4176616,2020-04-27
4361,용우로LP-A4(YB817),우4,37.4406563,126.4179727,2020-04-27
4362,용우로LP-A4(YB817),우3,37.44039,126.4182721,2020-04-27
4363,용우로LP-A4(YB817),우2,37.4401327,126.4185713,2020-04-27
4364,용우로LP-A4(YB817),우1,37.4398483,126.4188598,2020-04-27
4365,용우로LP-A4(YB817),좌1,37.4395192,126.4191831,2020-04-27
4366,용우로LP-A4(YB817),좌2,37.439217,126.4194945,2020-04-27
4367,용우로LP-A4(YB817),좌3,37.4389148,126.419806,2020-04-27
4368,용우로LP-A4(YB817),좌4,37.4385856,126.420118,2020-04-27
4369,용우로LP-A4(YB817),좌5,37.4382746,126.4204409,2020-04-27
4370,용우로LP-A4(YB817),좌6,37.4379813,126.4207409,2020-04-27
4371,용우로LP-A4(YB817),좌7,37.4376791,126.4210523,2020-04-27
4372,용우로LP-A4(YB817),좌8,37.4373859,126.4213635,2020-04-27
4373,용우로LP-A4(YB817),좌9,37.4371014,126.421652,2020-04-27
4374,용우로LP-A6(YB814),우9,37.4359553,126.4228625,2020-04-27
4375,용우로LP-A6(YB814),우8,37.4357242,126.4231046,2020-04-27
4376,용우로LP-A6(YB814),우7,37.4355111,126.423335,2020-04-27
4377,용우로LP-A6(YB814),우6,37.4352623,126.4236001,2020-04-27
4378,용우로LP-A6(YB814),우5,37.4350226,126.423865,2020-04-27
4379,용우로LP-A6(YB814),우4,37.4348003,126.4240844,2020-04-27
4380,용우로LP-A6(YB814),우3,37.4345605,126.4243493,2020-04-27
4381,용우로LP-A6(YB814),우2,37.4342759,126.4246264,2020-04-27
4382,용우로LP-A6(YB814),우1,37.4340357,126.4248574,2020-04-27
4383,용우로LP-A6(YB814),좌1,37.4337776,126.4251001,2020-04-27
4384,용우로LP-A6(YB814),좌2,37.4335368,126.4252859,2020-04-27
4385,용우로LP-A6(YB814),좌3,37.433305,126.4254716,2020-04-27
4386,용우로LP-A6(YB814),좌4,37.4330282,126.4256581,2020-04-27
4387,용우로LP-A6(YB814),좌5,37.4326879,126.4258121,2020-04-27
4388,용우로LP-A6(YB814),좌6,37.432383,126.4259202,2020-04-27
4389,용우로LP-A6(YB814),좌7,37.4321132,126.4259598,2020-04-27
4390,용우로LP-A6(YB814),좌8,37.4318335,126.4259317,2020-04-27
4391,천국의계단(YB810),,37.3829242,126.4102541,2020-04-27
4392,천국의계단(YB810),,37.382906,126.4102432,2020-04-27
4393,천국의계단(YB810),,37.3828878,126.4102323,2020-04-27
4394,천국의계단(YB810),,37.3828697,126.4102214,2020-04-27
4395,천국의계단(YB810),,37.3828515,126.4102105,2020-04-27
4396,천국의계단(YB810),,37.3828333,126.4101996,2020-04-27
4397,천국의계단(YB810),,37.3828152,126.4101887,2020-04-27
4398,천국의계단(YB810),,37.3827973,126.4102004,2020-04-27
4399,천국의계단(YB810),,37.3827791,126.4101895,2020-04-27
4400,천국의계단(YB810),,37.3827607,126.410156,2020-04-27
4401,천국의계단(YB810),,37.3827425,126.4101451,2020-04-27
4402,천국의계단(YB810),,37.3827243,126.4101342,2020-04-27
4403,천국의계단(YB810),,37.3827062,126.4101233,2020-04-27
4404,천국의계단(YB810),,37.382688,126.4101123,2020-04-27
4405,천국의계단(YB810),,37.3826698,126.4101014,2020-04-27
4406,천국의계단(YB810),,37.3826517,126.4100905,2020-04-27
4407,천국의계단(YB810),,37.3826335,126.4100796,2020-04-27
4408,천국의계단(YB810),,37.3826153,126.4100687,2020-04-27
4409,천국의계단(YB810),,37.3825972,126.4100578,2020-04-27
4410,천국의계단(YB810),,37.382579,126.4100469,2020-04-27
4411,천국의계단(YB810),,37.3825608,126.410036,2020-04-27
4412,천국의계단(YB810),,37.3825427,126.4100251,2020-04-27
4413,천국의계단(YB810),,37.3825245,126.4100142,2020-04-27
4414,천국의계단(YB810),,37.3825063,126.4100033,2020-04-27
4415,천국의계단(YB810),,37.3824888,126.4100375,2020-04-27
4416,천국의계단(YB810),,37.3824613,126.4100042,2020-04-27
4417,천국의계단(YB810),,37.3829597,126.4102195,2020-04-27
4418,천국의계단(YB810),,37.3829416,126.4102086,2020-04-27
4419,천국의계단(YB810),,37.3829234,126.4101977,2020-04-27
4420,천국의계단(YB810),,37.3829052,126.4101868,2020-04-27
4421,천국의계단(YB810),,37.3828871,126.4101759,2020-04-27
4422,천국의계단(YB810),,37.3828689,126.410165,2020-04-27
4423,천국의계단(YB810),,37.3828507,126.4101541,2020-04-27
4424,천국의계단(YB810),,37.3828326,126.4101432,2020-04-27
4425,천국의계단(YB810),,37.382841,126.4100978,2020-04-27
4426,천국의계단(YB810),,37.3828228,126.4100869,2020-04-27
4427,천국의계단(YB810),,37.3827781,126.4101104,2020-04-27
4428,천국의계단(YB810),,37.3827599,126.4100995,2020-04-27
4429,천국의계단(YB810),,37.3827417,126.4100886,2020-04-27
4430,천국의계단(YB810),,37.3827236,126.4100777,2020-04-27
4431,천국의계단(YB810),,37.3827054,126.4100668,2020-04-27
4432,천국의계단(YB810),,37.3826872,126.4100559,2020-04-27
4433,천국의계단(YB810),,37.3826691,126.410045,2020-04-27
4434,천국의계단(YB810),,37.3826509,126.4100341,2020-04-27
4435,천국의계단(YB810),,37.3826327,126.4100232,2020-04-27
4436,천국의계단(YB810),,37.3826146,126.4100123,2020-04-27
4437,천국의계단(YB810),,37.3825964,126.4100014,2020-04-27
4438,천국의계단(YB810),,37.3825782,126.4099905,2020-04-27
4439,천국의계단(YB810),,37.3825601,126.4099795,2020-04-27
4440,천국의계단(YB810),,37.3825419,126.4099686,2020-04-27
4441,천국의계단(YB810),,37.3825595,126.4099344,2020-04-27
4442,천국의계단(YB810),,37.3825231,126.4099126,2020-04-27
4443,운남로82번길1(YB242),우14,37.4866943,126.5366075,2020-04-27
4444,운남로82번길1(YB242),우13,37.4865475,126.5364185,2020-04-27
4445,운남로82번길1(YB242),우12,37.4863552,126.5361678,2020-04-27
4446,운남로82번길1(YB242),우11,37.4861696,126.5359141,2020-04-27
4447,운남로82번길1(YB242),우10,37.4859864,126.5356803,2020-04-27
4448,운남로82번길1(YB242),우9,37.4857964,126.5354239,2020-04-27
4449,운남로82번길1(YB242),우8,37.48564,126.5351812,2020-04-27
4450,운남로82번길1(YB242),우7,37.4854474,126.5349136,2020-04-27
4451,운남로82번길1(YB242),우6,37.4852887,126.5346228,2020-04-27
4452,운남로82번길1(YB242),우5,37.4851789,126.5343309,2020-04-27
4453,운남로82번길1(YB242),우4,37.4851035,126.534061,2020-04-27
4454,운남로82번길1(YB242),우3,37.4850461,126.5337908,2020-04-27
4455,운남로82번길1(YB242),우2,37.485016,126.5335426,2020-04-27
4456,운남로82번길1(YB242),우1,37.4849994,126.5332717,2020-04-27
4457,운남로82번길1(YB242),,37.484155,126.5331411,2020-04-27
4458,운남로82번길1(YB242),우16,37.4869119,126.536909,2020-04-27
4459,운남로82번길1(YB242),우17,37.4871291,126.5371676,2020-04-27
4460,운남로82번길1(YB242),우18,37.487336,126.537319,2020-04-27
4461,운남로82번길1(YB242),우19,37.4876051,126.5374382,2020-04-27
4462,운남로82번길1(YB242),우20,37.4878352,126.5374422,2020-04-27
4463,운남로82번길1(YB242),우21,37.4880555,126.5374295,2020-04-27
